estimator,configuration,feature_selection,precision,recall,f1-measure,auc-roc,brier score
DecisionTree,{'criterion': 'gini'},recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
DecisionTree,{'criterion': 'entropy'},recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
RandomForest,{'n_estimators': 10},recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
RandomForest,{'n_estimators': 100},recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
SupportVectorMachine,{'C': 100},recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
MultilayerPerceptron,"{'activation': 'relu', 'hidden_layer_sizes': (17, 8, 17)}",recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
SupportVectorMachine,{'C': 0.1},recursive_elimination,0.7016491754122939,0.8982725527831094,0.7878787878787878,0.5905777178329962,0.31559173450219163
QuadraticDiscriminantAnalysis,{},recursive_elimination,0.7057706909643129,0.8920345489443378,0.788045782111064,0.5969181753730698,0.31308703819661865
LogisticRegression,{'C': 1.0},recursive_elimination,0.702962962962963,0.9107485604606526,0.7934782608695653,0.594113018969065,0.30932999373825926
DecisionTree,{'criterion': 'gini'},all,0.7093596059113301,0.8982725527831094,0.7927164937539699,0.6036407808960591,0.30651221039448967
DecisionTree,{'criterion': 'entropy'},all,0.7093596059113301,0.8982725527831094,0.7927164937539699,0.6036407808960591,0.30651221039448967
SupportVectorMachine,{'C': 100},all,0.7092494313874147,0.8977927063339731,0.7924608216857263,0.6034008576714911,0.3068252974326863
RandomForest,{'n_estimators': 10},all,0.7093596059113301,0.8982725527831094,0.7927164937539699,0.6036407808960591,0.30651221039448967
RandomForest,{'n_estimators': 100},all,0.7093596059113301,0.8982725527831094,0.7927164937539699,0.6036407808960591,0.30651221039448967
SupportVectorMachine,{'C': 0.1},all,0.7134076066077603,0.8910748560460653,0.7924045231491359,0.6095013919869966,0.30463368816530995
MultilayerPerceptron,"{'activation': 'relu', 'hidden_layer_sizes': (17, 8, 17)}",all,0.7092494313874147,0.8977927063339731,0.7924608216857263,0.6034008576714911,0.3068252974326863
MultilayerPerceptron,"{'activation': 'tanh', 'hidden_layer_sizes': (17, 8, 17)}",all,0.7092494313874147,0.8977927063339731,0.7924608216857263,0.6034008576714911,0.3068252974326863
LogisticRegression,{'C': 1.0},all,0.7104868913857678,0.9102687140115163,0.7980647875473286,0.6069361588075599,0.3005635566687539
LogisticRegression,{'C': 10000.0},all,0.7104868913857678,0.9102687140115163,0.7980647875473286,0.6069361588075599,0.3005635566687539
